filename,genre,spectral_bandwidth,spectral_contrast,bpm,wav_entropy,wav_std_dev,weighted_cosine_similarity
"rejection - もう一回をエンドレス feat. 中村さんそ - 1.rejection - もう一回をエンドレス feat. 中村さんそ(Av79877357,P1).mp3",,2765.528786,22.37258318,89.10290948,0.049307117,13.389714,0.098757769
"めりぃめりぃろんり～ - ちのい（original） - 1.めりぃめりぃろんり～ - ちのい（original）(Av437054824,P1).mp3",,2750.593507,22.45949521,117.4538352,0.049672785,13.139721,0.098228113
"知りたい - 水野あつ covered by 存流【cc字幕】 - 1.【歌ってみた】知りたい - 水野あつ covered by 存流(Av547227860,P1).mp3",,2610.243385,22.75081331,161.4990234,0.051409242,12.159897,0.097859191
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 3.X. THE FLOWER （Song by 小仓唯）娜塔夏（小仓唯）(Av300361986,P3).mp3",,2484.982282,23.55572053,161.4990234,0.049837622,9.833463,0.097502334
"SHIKI _ Pure Ruby  [Long Version] - 1.pure_1920(Av973146424,P1).mp3",,2694.694802,21.56656976,117.4538352,0.048601081,14.429059,0.097161738
"【奥术魔刃 House】ぱすたすきゃっと _ ななひら(Cover_) - 1.【奥术魔刃 House】ぱすたすきゃっと _ ななひら(Cover-)_ne(Av584260110,P1).mp3",,2849.280504,21.40097587,129.1992188,0.051834394,15.704907,0.096644465
人マニア - 桃寝ちのい（cover）.flac,,2569.01524,22.02560308,151.9990809,0.051556069,13.133826,0.096458136
"【异世界情绪】#15 《ディメンション_DIMENSION》原创歌曲MV - 1.テ?ィメンション_zhang2(Av633503357,P1).mp3",,2826.892995,21.85967611,92.28515625,0.050132093,14.474841,0.096425925
"【异世界情绪】日文翻唱《パノプティコン_圆形监狱》 - 1.ヰ世界情緒_ハ?ノフ?ティコン_zhang(Av509276622,P1).mp3",,2643.565897,21.10618361,117.4538352,0.048854416,14.904732,0.095789163
"[碧蓝档案]兔兔小队OST113 - 1.[Blue Archive] Theme 113(Av768194583,P1).mp3",,2714.159611,21.62457472,172.265625,0.051604648,14.736962,0.095768394
バグ ? 25時、ナイトコードで。 × 鏡音レン.flac,,2756.329922,21.28621522,184.5703125,0.050458555,15.6163225,0.095423466
"【异世界情绪】日文翻唱《乙女解剖_少女解剖》 - 1.ヰ世界情緒_乙女解剖_zhang(Av979525573,P1).mp3",,2643.888822,21.76170591,135.9991776,0.049315428,13.6682,0.095298081
"【Giga & KIRA】GETCHA!【本家演唱 ver.】 - 1.Giga & KIRA - GETCHA! (Self Cover ver.(Av754722305,P1).mp3",,2678.507245,21.59305069,129.1992188,0.049404373,14.016266,0.094184033
Kakeru - Do you love me？ (feat. りんたる).wav,,2764.524798,21.35985109,151.9990809,0.049520309,15.020572,0.093954176
"【中文字幕】somunia - Unstep feat.ケンモチヒデフミ - 1.somunia - Unstep feat.ケンモチヒデフミ_x264(Av722833489,P1).mp3",,2487.411987,21.91218993,117.4538352,0.049012474,12.189849,0.092661137
"【异世界情绪】日文翻唱《ギャラリア_画廊》 - 1.ヰ世界情緒_ギャラリア_zhang(Av553398807,P1).mp3",,2329.855079,21.6957706,103.359375,0.049970792,11.776058,0.092354933
"【异世界情绪】日文翻唱《運命_命运》 - 1.ヰ世界情緒_運命_zhang(Av893461504,P1).mp3",,2657.091447,21.65825793,89.10290948,0.049425294,13.366682,0.091394329
"somunia - 飴色の微熱【cc字幕】 - 1.somunia - 飴色の微熱(Av427584879,P1).mp3",,2601.329769,21.1254987,117.4538352,0.050910536,14.231837,0.091257834
"Sobrem × Silentroom - Random _ BOFXVII Team [Clue] - 1.Random_youtube (1)(Av719068400,P1).mp3",,2719.574828,21.41343528,129.1992188,0.051351044,14.314586,0.091169393
"SOS - 桃寝ちのい （cover） - 1.SOS - 桃寝ちのい （cover）(Av823083339,P1).mp3",,2846.865738,22.40632673,135.9991776,0.049229581,12.938652,0.091076795
"【Giga】CH4NGE【本家演唱／中文CC字幕】 - 1.Giga - CH4NGEをうたいました (Self Cover) [MCY(Av295162306,P1).mp3",,2766.607297,21.71476365,117.4538352,0.051349294,13.892253,0.090980628
PaⅢ.SENSATION ? Vivid BAD SQUAD × 初音ミク × 鏡音リン.flac,,2769.497398,21.2089689,184.5703125,0.049272507,15.204892,0.090748848
"【PV】twinkle night 【somunia solo ver】 - 1.twinkle night [somunia solo ver_PV](72(Av795945802,P1).mp3",,2908.792241,21.45987881,86.1328125,0.052912697,15.122497,0.090560793
"【异世界情绪】日文翻唱《レイニーブーツ_Rainy Boots》 - 1.ヰ世界情緒_レイニーフ?ーツ_zhang(Av978064949,P1).mp3",,2709.094879,21.36763279,143.5546875,0.049762477,14.019528,0.088383122
Angel (feat. 可不)-猫乃ルル.mp3,,2783.402071,22.97294242,161.4990234,0.051661431,11.421384,0.088215378
Beyond the way ? Vivid BAD SQUAD × 初音ミク.flac,,2762.937595,21.0033323,123.046875,0.050277453,14.890895,0.088174903
"【BOFU2016】Alice in Misanthrope - LeaF - 1.【BOFU2016】 Alice in Misanthrope -厭世アリス(Av7761098,P1).mp3",,2751.433754,21.53243342,172.265625,0.051048927,14.037649,0.087517684
"【somunia熟肉】[ cover ] nekomeshi - やくしまるえつこ _ somuni - 1.[ cover ] nekomeshi - やくしまるえつこ _ somun(Av64059468,P1).mp3",,2697.085457,22.8066634,117.4538352,0.049109867,10.770825,0.086094089
"【异世界情绪】日文翻唱《ヴァンパイア_吸血鬼》 - 1.【异世界情绪】日文翻唱《ヴァンパイア_吸血鬼》(Av559561294,P1).mp3",,2583.580818,21.2704949,161.4990234,0.050006252,13.492235,0.086077582
"【FRENZ2013】 B.B.K.K.B.K.K. 【BOF2013】 - 1.1(Av770385,P1).mp3",,2862.078324,21.25916177,172.265625,0.05155903,14.910024,0.086054717
"【异世界情绪】【音楽的同位体星界】とこしずめ_地镇 ヰ世界情緒 feat. 星界 - 1.【异世界情绪】【音楽的同位体星界】とこしずめ_地镇 ヰ世界情緒 feat. (Av433315834,P1).mp3",,2577.536401,20.89711062,92.28515625,0.050895279,13.858062,0.085224533
"おくすり飲んで寝よう - 桃寝ちのい （cover） - 1.おくすり飲んで寝よう - 桃寝ちのい （cover）(Av865533343,P1).mp3",,3068.93438,21.83054325,129.1992188,0.050106346,14.307966,0.084896171
"【歌ってみた】共感覚おは?け covered by ヰ世界情緒 - 1.ヰ世界情緒_共感覚おは?け(Av81747125,P1).mp3",,2679.207548,21.36320931,92.28515625,0.04963234,13.260533,0.084270194
"[A]ddiction _ GigaReol×EVO+ - 1.1(Av3232086,P1).mp3",,2866.123281,21.36895873,161.4990234,0.04997263,14.211921,0.08323432
"【Official Audio】Duplicity Shade _ HyuN feat. Sennz - 1.tst(Av642129802,P1).mp3",,2587.954574,21.62714697,112.3471467,0.047366839,12.226338,0.083208665
"INTERNET YAMERO _ covered by 藍月なくる - 1.INTERNET YAMERO _ covered by 藍月なくる(Av569023930,P1).mp3",,2876.5275,21.23017605,92.28515625,0.049200356,14.248783,0.082792411
Kobaryo feat. Srezcat - Darkmoon Dissolve.flac,,2677.4244,21.06740272,103.359375,0.049995003,13.474708,0.08095039
"Toby Fox - MEGALOVANIA (Camellia Remix) - 1.videoplayback_Mux(Av67778046,P1).mp3",,2674.913977,20.84735102,123.046875,0.047696848,13.836002,0.080224442
RAPHIIEL - Ведьма Ведьма Ведьма!.flac,,2811.34028,21.74162515,89.10290948,0.046880204,12.661117,0.080186197
"【异世界情绪】【音楽的同位体星界】異星にいこうね_去往异星吧 ヰ世界情緒 feat. 星界 - 1.【异世界情绪】【音楽的同位体星界】異星にいこうね_去往异星吧 ヰ世界情緒 f(Av262779075,P1).mp3",,2452.040929,21.39883354,95.703125,0.050221529,11.646493,0.079033803
"幸福な死を - 桃寝ちのい （cover） - 1.幸福な死を - 桃寝ちのい （cover）(Av483465375,P1).mp3",,2915.724538,22.19396275,86.1328125,0.048021959,12.03341,0.078684227
"Rejection - Signal (ft. SUCH) _ Future Core 2020 - 1.Rejection - Signal (ft. SUCH) - Future(Av330120766,P1).mp3",,2791.205739,21.8041296,117.4538352,0.04828308,12.239272,0.078406411
"悶々ふぁんもおらん - 桃寝ちのい （cover） - 1.悶々ふぁんもおらん - 桃寝ちのい （cover）(Av908915179,P1).mp3",,2859.743761,21.52893956,123.046875,0.050455117,13.070744,0.078108361
"【BOF_ET】Sobrem - slic.hertz - 1.video_20221003_083035_edit(Av516191809,P1).mp3",,2673.271012,20.8675382,143.5546875,0.051642756,13.630499,0.077383331
Shuhei __Imperial Circus Dead Decadence- _黄泉より聴こゆ.mp3,,2891.456522,21.29682615,112.3471467,0.046821554,13.339179,0.075685359
"山茶花 Camellia かめりあ - Exit This Earth's Atomosphere - 1.Camellia - Exit This Earth's Atomosphe(Av286636372,P1).mp3",,2666.745048,21.11890444,172.265625,0.048125897,12.968903,0.075418059
"ロータスイーター - ちのい （cover） - 1.ロータスイーター - ちのい （cover）(Av864415142,P1).mp3",,2954.721185,21.41748307,95.703125,0.050650511,13.313257,0.075401476
かめりあ - Electromagnetic Stealth Girl Born In Philadelphia.mp3,,2730.144835,20.37507234,129.1992188,0.048548273,14.430254,0.075203745
"【USAO】Try again【Bright Colors 4】 - 1.1(Av17716422,P1).mp3",,2807.160925,20.94085892,86.1328125,0.048354213,13.55605,0.074931571
"【病娇少女之歌】 要有礼貌哦 - 1.【病娇少女之歌】 要有礼貌哦(Av771007017,P1).mp3",,2578.740074,20.95531745,129.1992188,0.05006459,12.202189,0.07056454
"#1f1e33 (Another long ''''#ant1p01e'''' version) - - 1.''''#ant1p01e'''' version(Av976702292,P1).mp3",,2757.434879,20.91009555,123.046875,0.047655614,12.816687,0.069523763
"t+pazolite - Cheatreal #TPZREMAKE - 1.t+pazolite - Cheatreal #TPZREMAKE-3hPf(Av247499138,P1).mp3",,2768.374984,20.27852849,99.38401442,0.048564912,13.925358,0.068414996
【BOFXVI】Angel's Salad【BGA】.flac,,2562.826685,19.22882278,117.4538352,0.051023977,15.056437,0.066178197
"【异世界情绪】日文翻唱《ロスト?デリュージョン_Lost Delusion》 - 1.【异世界情绪】日文翻唱《ロスト?デリュージョン_Lost Delusion》(Av685580055,P1).mp3",,2507.515814,20.26176303,129.1992188,0.049847644,12.778971,0.065676796
"【BSWC 2022 Grand Finals Tiebreaker】Kry.exe feat. I - 1.【BSWC 2022 Grand Finals Tiebreaker】Kry(Av514682052,P1).mp3",,2875.3777,20.68444483,117.4538352,0.048121233,13.051391,0.064447521
STEREOTYPE - Abracadabra - (PsyCore Series No.1) (320 kbps).mp3,,2551.477022,21.18600006,161.4990234,0.047992573,11.111151,0.064364223
Strange Arrival - Bruford.mp3,,2715.552216,20.2688253,161.4990234,0.048511896,13.356967,0.063690614
"Kobaryo - Glitched Character - 1.Kobaryo - Glitched Character-s4KeHXqVb(Av671656787,P1).mp3",,3027.982119,20.44850231,112.3471467,0.048663428,13.739348,0.06227026
Palace of Melancholia ? かたぎり [Corsace Open Grand Finals Tiebreaker].flac,,2786.677989,19.86632541,112.3471467,0.047989125,14.079039,0.06221426
BetoRtallu - かたぎり(katagiri) - STRONG 280（Long ver.）.mp3,,2945.134656,19.75547866,92.28515625,0.049024156,14.778918,0.061932044
"论Sound Chimera切换了多少种曲风 - 1.Sound Chimera_1(Av850624827,P1).mp3",,2830.271669,19.77580077,95.703125,0.048437385,14.161273,0.0602972
"【OWC2021 Grand Finals Tiebreaker】Yooh - RPG - 1.[osu!] Yooh - RPG (OWC2021 Grand Final(Av634326949,P1).mp3",,2955.306107,20.26487776,107.6660156,0.047790446,13.598321,0.06017145
Ad astra per aspera.flac,,2982.75389,20.67679088,99.38401442,0.048881763,12.833223,0.059920532
DJ Myosuke & Gram & t+pazolite - Σ.wav,,2778.692711,19.4858071,112.3471467,0.05006416,14.489488,0.059643779
"DJ Myosuke - Virtual Euphoria【HARDCORE TANO_C】 - 1.DJ Myosuke - Virtual Euphoria【HARDCORE(Av693544487,P1).mp3",,2713.29543,19.64761848,172.265625,0.049304891,14.130572,0.059636341
Laur - Chaos Emperor.mp3,,2773.237789,19.89677962,95.703125,0.050199712,13.578499,0.058903361
Hellfish - Doctor Beak.mp3,,2571.692067,19.32249956,99.38401442,0.048563163,13.939249,0.057666843
Let's Rock.flac,,2882.590395,19.79925992,103.359375,0.049547658,13.914986,0.057397611
"【Arcaea】C-Show - GIMME DA BLOOD - 1.【Arcaea】C-Show - GIMME DA BLOOD(Av972121198,P1).mp3",,2864.988265,19.7395471,112.3471467,0.05139234,13.971512,0.057143301
"Laur - Viyella's Nightmare - 1.Laur - Viyella’s Nightmare [2nd Album (Av808180859,P1).mp3",,2859.318126,20.42787467,112.3471467,0.048531713,12.50184,0.05643907
"USAO - Big Daddy - 1.USAO - Big Daddy(Av53583384,P1).mp3","Hardcore,Hardstyle,Electronic,Dance,EDM",2773.963178,19.84212036,95.703125,0.04872254,13.380479,0.056323674
Kobaryo - SUPER REACTOR X [feat. HiTNEX-X].flac,"Hardcore,Speedcore,Electronic,EDM,Experimental",3010.921325,20.4067076,151.9990809,0.049889988,12.997785,0.056147083
Strange Arrival - Dissolve.mp3,"Hardcore,Industrial Hardcore,Electronic,Uptempo,Chillout,Experimental",2840.300919,19.62526153,161.4990234,0.048296823,14.068987,0.056066562
"C-Show VS DJ Genki - BLACK LABEL - 1.C-Show VS DJ Genki - BLACK LABEL(Av947212375,P1).mp3","Hardcore, J-Core, Electronic Dance Music (EDM), Rave Music, Japanese Hardcore",2861.299131,20.07338617,172.265625,0.050017058,13.171327,0.055231863
Strange Arrival - Plastic Death.mp3,"Industrial Hardcore, Cyberpunk, Experimental Rock, Dark Electronica",2679.530597,19.72764898,172.265625,0.048865959,13.207319,0.05399585
【BOFXVII】 Lidelle x Sobrem x Sennzai - self-dissociation【BGA】.flac,"Hardcore,Uptempo ,Electronic, Experimental, Synthpop",2646.227304,21.39058316,95.703125,0.050250044,9.696545,0.053737956
Strange Arrival - Interior Deterioration.mp3,"Industrial Hardcore, Industrial Metal, Dark Ambient, Experimental Rock, Electronic",2739.109515,19.88529495,151.9990809,0.048422962,12.613625,0.050814923
【BOFXVII】saaa ft. MC iwata Bros. - Head BONK ache【BGA】.wav,,2846.322091,19.80137894,161.4990234,0.051020839,12.879247,0.049322728
"USAO-WildFire - 1.USAO-WildFire(Av507336583,P1).mp3",,2936.60959,19.76933864,103.359375,0.049523794,13.04916,0.048892135
"Laur - DANGEROOOOUS JUNGLE (Extended) - 1.Laur - DANGEROOOOUS JUNGLE (Extended)(Av605133296,P1).mp3",,2902.711048,19.58905539,161.4990234,0.049235429,13.353356,0.048726049
Igneon System & Karbyde - TriggerFinger.mp3,,2580.225885,19.56428348,172.265625,0.048724197,12.511354,0.047274781
"OZIGIRI - ぼっち?ざ?ぐらいんど！ BOCCHI THE GRIND! - 1.OZIGIRI - ぼっち?ざ?ぐらいんど！ BOCCHI THE GRIN(Av476954412,P1).mp3",,2842.48687,19.42934917,117.4538352,0.05200401,13.221459,0.0466753
"DJ Myosuke - Behemoth (Extended Mix)【太鼓の達人】 - 1.DJ Myosuke - Behemoth (Extended Mix)【太(Av439269572,P1).mp3",,3006.071007,19.2009879,95.703125,0.049468244,13.935154,0.045780402
Hellfish - The Decimator.mp3,,2918.963658,19.33889283,107.6660156,0.048726185,13.297499,0.044492154
Kill 'Em All.wav,,2674.877285,19.57627971,92.28515625,0.050097651,12.227468,0.043969104
かたぎり - かたぎりの長い午後 - One of Us.flac,,2952.827031,19.09269915,129.1992188,0.048792741,13.224951,0.039646511
RVOLT - Out Of Control.mp3,,3020.553703,18.97987503,99.38401442,0.049584321,12.825072,0.033932684
