filename,spectral_bandwidth,spectral_contrast,bpm,wav_entropy,wav_std_dev,weighted_cosine_similarity
Awake Now 小豆沢 こはね アナザーボーカル プロセカ.flac,2806.0934697227945,21.726694918013127,117.45383522727272,19.299463,15.16107,0.10079753874284032
"もうそう♡えくすぷれす - ちのい （cover） - 1.もうそう♡えくすぷれす - ちのい （cover）(Av949622181,P1).mp3",2919.889456443643,22.553699159705623,99.38401442307692,20.443178,14.1424465,0.10035636660948505
"INTERNET OVERDOSE - ちのい （cover） - 1.INTERNET OVERDOSE - ちのい （cover）(Av482098543,P1).mp3",2967.582152513673,22.60778282349696,161.4990234375,20.193937,14.420319,0.09941484247862459
"Gram VS Kobaryo - Yggdrasil - 1.Gram VS Kobaryo - Yggdrasil【The Requie(Av499586562,P1).mp3",2508.594254695964,21.21792667198865,99.38401442307692,21.11037,14.493076,0.09931358594444875
"[Bassline Yatteru LOL] ベースラインやってる？笑 - Camellia (Fe - 1.繁体中文字幕(Av48101721,P1).mp3",2718.7176499885863,21.85124003258472,129.19921875,20.55949,14.366103,0.09919667298852167
玩具⧸ V.W.P #10【系譜曲】.wav,2540.755886544382,21.029958364815812,161.4990234375,20.11763,15.195558,0.0991343583811117
"知りたい - 水野あつ covered by 存流【cc字幕】 - 1.【歌ってみた】知りたい - 水野あつ covered by 存流(Av547227860,P1).mp3",2610.2433849293548,22.75081331221917,161.4990234375,19.451756,12.159897,0.09900174682446329
"rejection - もう一回をエンドレス feat. 中村さんそ - 1.rejection - もう一回をエンドレス feat. 中村さんそ(Av79877357,P1).mp3",2765.528785906561,22.372583181985625,89.10290948275862,20.281048,13.389714,0.09854072887776624
"稲葉曇『ラグトレイン』Vo. 歌愛ユキ _ 稻叶昙- Lagtrain (Vo. 歌爱雪) - 1.ラグトレイン(Av883823306,P1).mp3",2614.366242288881,21.472403704470214,143.5546875,20.370869,14.519412,0.09843872659018875
"めりぃめりぃろんり～ - ちのい（original） - 1.めりぃめりぃろんり～ - ちのい（original）(Av437054824,P1).mp3",2750.593506547676,22.459495205573784,117.45383522727272,20.131748,13.139721,0.09823168101003628
人マニア - 桃寝ちのい（cover）.flac,2569.01523965565,22.025603080843123,151.99908088235293,19.396358,13.133826,0.0977836278812674
"【奥术魔刃 House】ぱすたすきゃっと _ ななひら(Cover_) - 1.【奥术魔刃 House】ぱすたすきゃっと _ ななひら(Cover-)_ne(Av584260110,P1).mp3",2849.280503745744,21.40097587323099,129.19921875,19.29221,15.704907,0.09769221825853447
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 3.X. THE FLOWER （Song by 小仓唯）娜塔夏（小仓唯）(Av300361986,P3).mp3",2484.9822824542184,23.55572052614797,161.4990234375,20.065163,9.833463,0.09763571419493425
"[碧蓝档案]兔兔小队OST113 - 1.[Blue Archive] Theme 113(Av768194583,P1).mp3",2714.15961137237,21.624574716910384,172.265625,19.3781,14.736962,0.0967768011855878
"【异世界情绪】#15 《ディメンション_DIMENSION》原创歌曲MV - 1.ディメンション_zhang2(Av633503357,P1).mp3",2826.8929950940715,21.859676109196077,92.28515625,19.947302,14.474841,0.09666725198063196
"SHIKI _ Pure Ruby  [Long Version] - 1.pure_1920(Av973146424,P1).mp3",2694.694801675453,21.56656975577964,117.45383522727272,20.575674,14.429059,0.09648453131837947
バグ ⧸ 25時、ナイトコードで。 × 鏡音レン.flac,2756.3299222647315,21.286215215257307,184.5703125,19.818245,15.6163225,0.09578855863800814
"【异世界情绪】日文翻唱《パノプティコン_圆形监狱》 - 1.ヰ世界情緒_パノプティコン_zhang(Av509276622,P1).mp3",2643.5658966316246,21.106183612657063,117.45383522727272,20.468979,14.904732,0.09524626309260108
"【异世界情绪】日文翻唱《乙女解剖_少女解剖》 - 1.ヰ世界情緒_乙女解剖_zhang(Av979525573,P1).mp3",2643.8888217119897,21.761705914981576,135.99917763157896,20.27763,13.6682,0.09507534150913527
"【Giga & KIRA】GETCHA!【本家演唱 ver.】 - 1.Giga & KIRA - GETCHA! (Self Cover ver.(Av754722305,P1).mp3",2678.50724489797,21.59305068529902,129.19921875,20.241123,14.016266,0.09402805309227029
Kakeru - Do you love me？ (feat. りんたる).wav,2764.5247978423336,21.35985109238053,151.99908088235293,20.193735,15.020572,0.09388274214294269
"【异世界情绪】日文翻唱《ギャラリア_画廊》 - 1.ヰ世界情緒_ギャラリア_zhang(Av553398807,P1).mp3",2329.8550789613687,21.695770597240585,103.359375,20.01169,11.776058,0.09268412689457164
"【中文字幕】somunia - Unstep feat.ケンモチヒデフミ - 1.somunia - Unstep feat.ケンモチヒデフミ_x264(Av722833489,P1).mp3",2487.41198711075,21.912189928018023,117.45383522727272,20.40297,12.189849,0.09213238865247453
"somunia - 飴色の微熱【cc字幕】 - 1.somunia - 飴色の微熱(Av427584879,P1).mp3",2601.329769253603,21.125498703176333,117.45383522727272,19.6423,14.231837,0.09206345095717955
"Sobrem × Silentroom - Random _ BOFXVII Team [Clue] - 1.Random_youtube (1)(Av719068400,P1).mp3",2719.5748283546422,21.413435281991585,129.19921875,19.4738,14.314586,0.09204574487190303
"【PV】twinkle night 【somunia solo ver】 - 1.twinkle night [somunia solo ver_PV](72(Av795945802,P1).mp3",2908.792240590205,21.459878810072325,86.1328125,18.899055,15.122497,0.09188402546406974
"【Giga】CH4NGE【本家演唱／中文CC字幕】 - 1.Giga - CH4NGEをうたいました (Self Cover) [MCY(Av295162306,P1).mp3",2766.607297003464,21.714763646132788,117.45383522727272,19.474464,13.892253,0.09180530738477374
"【异世界情绪】日文翻唱《運命_命运》 - 1.ヰ世界情緒_運命_zhang(Av893461504,P1).mp3",2657.091446924272,21.65825793358262,89.10290948275862,20.232555,13.366682,0.09124594630517746
"SOS - 桃寝ちのい （cover） - 1.SOS - 桃寝ちのい （cover）(Av823083339,P1).mp3",2846.865737836339,22.40632673131376,135.99917763157896,20.31299,12.938652,0.09089586316434146
PaⅢ.SENSATION ⧸ Vivid BAD SQUAD × 初音ミク × 鏡音リン.flac,2769.497398054492,21.2089689023825,184.5703125,20.295294,15.204892,0.09059003465500952
Angel (feat. 可不)-猫乃ルル.mp3,2783.4020706894403,22.97294242489897,161.4990234375,19.3568,11.421384,0.0890103504989739
Beyond the way ⧸ Vivid BAD SQUAD × 初音ミク.flac,2762.9375950726635,21.00333230364125,123.046875,19.889631,14.890895,0.08845074084612202
"【异世界情绪】日文翻唱《レイニーブーツ_Rainy Boots》 - 1.ヰ世界情緒_レイニーブーツ_zhang(Av978064949,P1).mp3",2709.094878694414,21.367632793850238,143.5546875,20.095463,14.019528,0.08842856986872545
"【BOFU2016】Alice in Misanthrope - LeaF - 1.【BOFU2016】 Alice in Misanthrope -厭世アリス(Av7761098,P1).mp3",2751.433753955505,21.532433423003965,172.265625,19.58905,14.037649,0.08806575132964464
"【FRENZ2013】 B.B.K.K.B.K.K. 【BOF2013】 - 1.1(Av770385,P1).mp3",2862.078323880439,21.25916177389937,172.265625,19.395245,14.910024,0.08665507382955975
"【异世界情绪】日文翻唱《ヴァンパイア_吸血鬼》 - 1.【异世界情绪】日文翻唱《ヴァンパイア_吸血鬼》(Av559561294,P1).mp3",2583.5808180060994,21.27049490048844,161.4990234375,19.9975,13.492235,0.08625468038322653
"【异世界情绪】【音楽的同位体星界】とこしずめ_地镇 ヰ世界情緒 feat. 星界 - 1.【异世界情绪】【音楽的同位体星界】とこしずめ_地镇 ヰ世界情緒 feat. (Av433315834,P1).mp3",2577.536400868081,20.897110624071416,92.28515625,19.648188,13.858062,0.08597161789932488
"【somunia熟肉】[ cover ] nekomeshi - やくしまるえつこ _ somuni - 1.[ cover ] nekomeshi - やくしまるえつこ _ somun(Av64059468,P1).mp3",2697.0854570682604,22.806663401085167,117.45383522727272,20.362507,10.770825,0.0858250872034285
"おくすり飲んで寝よう - 桃寝ちのい （cover） - 1.おくすり飲んで寝よう - 桃寝ちのい （cover）(Av865533343,P1).mp3",3068.9343801228665,21.830543250597135,129.19921875,19.957552,14.307966,0.08499884299891658
"【歌ってみた】共感覚おばけ covered by ヰ世界情緒 - 1.ヰ世界情緒_共感覚おばけ(Av81747125,P1).mp3",2679.207547929294,21.36320930700805,92.28515625,20.148153,13.260533,0.08425323322673368
"[A]ddiction _ GigaReol×EVO+ - 1.1(Av3232086,P1).mp3",2866.123281440633,21.36895872609715,161.4990234375,20.010954,14.211921,0.08332403049326932
"INTERNET YAMERO _ covered by 藍月なくる - 1.INTERNET YAMERO _ covered by 藍月なくる(Av569023930,P1).mp3",2876.527499922367,21.23017605399717,92.28515625,20.325056,14.248783,0.0826386794701878
"【Official Audio】Duplicity Shade _ HyuN feat. Sennz - 1.tst(Av642129802,P1).mp3",2587.954573792999,21.627146972417588,112.34714673913044,21.111816,12.226338,0.08191612193368235
Kobaryo feat. Srezcat - Darkmoon Dissolve.flac,2677.424399755909,21.06740272251949,103.359375,20.001999,13.474708,0.08109578417889983
"【异世界情绪】【音楽的同位体星界】異星にいこうね_去往异星吧 ヰ世界情緒 feat. 星界 - 1.【异世界情绪】【音楽的同位体星界】異星にいこうね_去往异星吧 ヰ世界情緒 f(Av262779075,P1).mp3",2452.040929470886,21.398833538544302,95.703125,19.91178,11.646493,0.07939392874191151
"Toby Fox - MEGALOVANIA (Camellia Remix) - 1.videoplayback_Mux(Av67778046,P1).mp3",2674.913977266349,20.847351024709432,123.046875,20.965746,13.836002,0.07937766613855352
RAPHIIEL - Ведьма Ведьма Ведьма!.flac,2811.340279536248,21.741625149577192,89.10290948275862,21.330965,12.661117,0.07918424847997982
"悶々ふぁんもおらん - 桃寝ちのい （cover） - 1.悶々ふぁんもおらん - 桃寝ちのい （cover）(Av908915179,P1).mp3",2859.743761415896,21.52893955839333,123.046875,19.819595,13.070744,0.07832285327064548
"幸福な死を - 桃寝ちのい （cover） - 1.幸福な死を - 桃寝ちのい （cover）(Av483465375,P1).mp3",2915.724538486032,22.193962749363443,86.1328125,20.823807,12.03341,0.07824175139016148
"【BOF_ET】Sobrem - slic.hertz - 1.video_20221003_083035_edit(Av516191809,P1).mp3",2673.2710118154137,20.867538203716123,143.5546875,19.3638,13.630499,0.07810685348285254
"Rejection - Signal (ft. SUCH) _ Future Core 2020 - 1.Rejection - Signal (ft. SUCH) - Future(Av330120766,P1).mp3",2791.2057385609505,21.80412960194765,117.45383522727272,20.71119,12.239272,0.07795779915130847
"ロータスイーター - ちのい （cover） - 1.ロータスイーター - ちのい （cover）(Av864415142,P1).mp3",2954.7211847057465,21.41748306584955,95.703125,19.743137,13.313257,0.07560491461140507
Shuhei __Imperial Circus Dead Decadence- _黄泉より聴こゆ.mp3,2891.4565216435144,21.296826145209454,112.34714673913044,21.357685,13.339179,0.07496806065847263
"山茶花 Camellia かめりあ - Exit This Earth's Atomosphere - 1.Camellia - Exit This Earth's Atomosphe(Av286636372,P1).mp3",2666.745047742699,21.118904439888556,172.265625,20.778833,12.968903,0.07493803618524167
かめりあ - Electromagnetic Stealth Girl Born In Philadelphia.mp3,2730.144834539906,20.37507233807376,129.19921875,20.598055,14.430254,0.07485288902254189
"【USAO】Try again【Bright Colors 4】 - 1.1(Av17716422,P1).mp3",2807.1609251837413,20.9408589172415,86.1328125,20.680721,13.55605,0.07455587967924351
"【病娇少女之歌】 要有礼貌哦 - 1.【病娇少女之歌】 要有礼貌哦(Av771007017,P1).mp3",2578.740074461583,20.955317452974395,129.19921875,19.974197,12.202189,0.07070485469219753
"#1f1e33 (Another long ''''#ant1p01e'''' version) - - 1.''''#ant1p01e'''' version(Av976702292,P1).mp3",2757.434878637768,20.910095550755468,123.046875,20.983887,12.816687,0.06904706854619566
"t+pazolite - Cheatreal #TPZREMAKE - 1.t+pazolite - Cheatreal #TPZREMAKE-3hPf(Av247499138,P1).mp3",2768.3749836027077,20.27852848579377,99.38401442307692,20.590998,13.925358,0.06816901119732345
【BOFXVI】Angel's Salad【BGA】.flac,2562.8266852178194,19.228822776196512,117.45383522727272,19.598629,15.056437,0.0666004775937038
"【异世界情绪】日文翻唱《ロスト・デリュージョン_Lost Delusion》 - 1.【异世界情绪】日文翻唱《ロスト・デリュージョン_Lost Delusion》(Av685580055,P1).mp3",2507.5158144467896,20.2617630340173,129.19921875,20.061129,12.778971,0.06573706612578145
"【BSWC 2022 Grand Finals Tiebreaker】Kry.exe feat. I - 1.【BSWC 2022 Grand Finals Tiebreaker】Kry(Av514682052,P1).mp3",2875.377699906514,20.68444483209716,117.45383522727272,20.780848,13.051391,0.06426021052634359
STEREOTYPE - Abracadabra - (PsyCore Series No.1) (320 kbps).mp3,2551.477021721776,21.18600005985722,161.4990234375,20.836557,11.111151,0.06394868619445176
Strange Arrival - Bruford.mp3,2715.5522163213,20.26882529546197,161.4990234375,20.6135,13.356967,0.06351601437511054
"Kobaryo - Glitched Character - 1.Kobaryo - Glitched Character-s4KeHXqVb(Av671656787,P1).mp3",3027.982119377176,20.44850230805981,112.34714673913044,20.549313,13.739348,0.06222479551443233
Palace of Melancholia ⧸ かたぎり [Corsace Open Grand Finals Tiebreaker].flac,2786.677989341365,19.86632540874293,112.34714673913044,20.838055,14.079039,0.061987163868454674
BetoRtallu - かたぎり(katagiri) - STRONG 280（Long ver.）.mp3,2945.134656337416,19.75547865588713,92.28515625,20.398108,14.778918,0.061886376198294527
"论Sound Chimera切换了多少种曲风 - 1.Sound Chimera_1(Av850624827,P1).mp3",2830.2716690440684,19.77580077132972,95.703125,20.64521,14.161273,0.06017815606684171
"【OWC2021 Grand Finals Tiebreaker】Yooh - RPG - 1.[osu!] Yooh - RPG (OWC2021 Grand Final(Av634326949,P1).mp3",2955.306106799347,20.26487775653462,107.666015625,20.924685,13.598321,0.06007504999726011
Ad astra per aspera.flac,2982.7538904088624,20.67679087649271,99.38401442307692,20.457527,12.833223,0.059891057455557575
DJ Myosuke & Gram & t+pazolite - Σ.wav,2778.6927108961263,19.485807099921654,112.34714673913044,19.97437,14.489488,0.05968435377511789
"DJ Myosuke - Virtual Euphoria【HARDCORE TANO_C】 - 1.DJ Myosuke - Virtual Euphoria【HARDCORE(Av693544487,P1).mp3",2713.295430299748,19.64761848054168,172.265625,20.281963,14.130572,0.05960318606856243
Laur - Chaos Emperor.mp3,2773.2377889387067,19.89677962017175,95.703125,19.920433,13.578499,0.058957257672466415
Hellfish - Doctor Beak.mp3,2571.692066927039,19.322499563870142,99.38401442307692,20.59174,13.939249,0.05745951946243233
Let's Rock.flac,2882.5903945529594,19.799259923571853,103.359375,20.182589,13.914986,0.05739281784036823
"【Arcaea】C-Show - GIMME DA BLOOD - 1.【Arcaea】C-Show - GIMME DA BLOOD(Av972121198,P1).mp3",2864.988264574423,19.7395470956378,112.34714673913044,19.458153,13.971512,0.05722019075721504
"Laur - Viyella's Nightmare - 1.Laur - Viyella’s Nightmare [2nd Album (Av808180859,P1).mp3",2859.3181264794357,20.42787467154225,112.34714673913044,20.605083,12.50184,0.05639710681278923
"USAO - Big Daddy - 1.USAO - Big Daddy(Av53583384,P1).mp3",2773.963178448667,19.842120361831032,95.703125,20.524382,13.380479,0.05625740456406826
Kobaryo - SUPER REACTOR X [feat. HiTNEX-X].flac,3010.921324667332,20.406707598851614,151.99908088235293,20.044102,12.997785,0.05614221018925959
Strange Arrival - Dissolve.mp3,2840.30091913814,19.62526152697004,161.4990234375,20.705296,14.068987,0.05604076546116232
"C-Show VS DJ Genki - BLACK LABEL - 1.C-Show VS DJ Genki - BLACK LABEL(Av947212375,P1).mp3",2861.299131457024,20.073386168979024,172.265625,19.99318,13.171327,0.05523055063354185
Strange Arrival - Plastic Death.mp3,2679.5305971681723,19.72764898100816,172.265625,20.464144,13.207319,0.0539665961035081
【BOFXVII】 Lidelle x Sobrem x Sennzai - self-dissociation【BGA】.flac,2646.2273043860555,21.390583164826968,95.703125,19.90048,9.696545,0.05378974977966971
Strange Arrival - Interior Deterioration.mp3,2739.1095146165853,19.88529495028363,151.99908088235293,20.65136,12.613625,0.050823842847660436
【BOFXVII】saaa ft. MC iwata Bros. - Head BONK ache【BGA】.wav,2846.322091046609,19.801378936238148,161.4990234375,19.599834,12.879247,0.04924801140131273
"USAO-WildFire - 1.USAO-WildFire(Av507336583,P1).mp3",2936.6095896343545,19.769338643920804,103.359375,20.192314,13.04916,0.04890160270231571
"Laur - DANGEROOOOUS JUNGLE (Extended) - 1.Laur - DANGEROOOOUS JUNGLE (Extended)(Av605133296,P1).mp3",2902.711048045847,19.58905539399507,161.4990234375,20.310577,13.353356,0.048758587467430343
Igneon System & Karbyde - TriggerFinger.mp3,2580.225885463616,19.56428348382132,172.265625,20.523684,12.511354,0.047291436762636085
"OZIGIRI - ぼっち・ざ・ぐらいんど！ BOCCHI THE GRIND! - 1.OZIGIRI - ぼっち・ざ・ぐらいんど！ BOCCHI THE GRIN(Av476954412,P1).mp3",2842.486869607625,19.42934916500084,117.45383522727272,19.229286,13.221459,0.046522563630371355
"DJ Myosuke - Behemoth (Extended Mix)【太鼓の達人】 - 1.DJ Myosuke - Behemoth (Extended Mix)【太(Av439269572,P1).mp3",3006.071006875589,19.20098789695008,95.703125,20.214989,13.935154,0.04580227937116799
Hellfish - The Decimator.mp3,2918.96365757908,19.33889282781662,107.666015625,20.522846,13.297499,0.0445952578799845
Kill 'Em All.wav,2674.8772852441425,19.576279714863706,92.28515625,19.961016,12.227468,0.0439442451137592
かたぎり - かたぎりの長い午後 - One of Us.flac,2952.827031048296,19.092699152089114,129.19921875,20.494852,13.224951,0.03979362477060179
RVOLT - Out Of Control.mp3,3020.553702621878,18.979875034423834,99.38401442307692,20.167665,12.825072,0.03395154024447662
